Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Delivery_Days
ID-2022-SW202757-42216,22/07/31,6/08/22,Standard Class,SW-202757,Scott Williamson,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-PA-4466,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",81,4,0.4,-19,4,Medium,6
ID-2022-MH181157-42084,22/03/21,24/03/22,First Class,MH-181157,Mick Hernandez,Home Office,Perth,Western Australia,Australia,Oceania,Asia Pacific,OFF-SU-6172,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",45,2,0.1,-2,4,High,3
IN-2022-EH141257-42039,22/02/04,8/02/22,Standard Class,EH-141257,Eugene Hildebrand,Home Office,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-FA-2944,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",37,3,0.1,1,4,High,4
ID-2022-HA1490592-42287,22/10/10,14/10/22,Standard Class,HA-1490592,Helen Abelman,Consumer,Gisborne,Gisborne,New Zealand,Oceania,Asia Pacific,OFF-BI-4830,Office Supplies,Binders,"Ibico Index Tab, Economy",24,6,0.6,-8,4,High,4
ID-2022-JR157007-42171,22/06/16,20/06/22,Standard Class,JR-157007,Jocasta Rupert,Consumer,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-EN-5027,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50",24,3,0.1,-2,4,High,4
ID-2022-DK133757-42284,22/10/07,12/10/22,Second Class,DK-133757,Dennis Kane,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-4262,Office Supplies,Storage,"Fellowes Folders, Industrial",48,2,0.1,2,4,Medium,5
ID-2022-DK133757-42284,22/10/07,12/10/22,Second Class,DK-133757,Dennis Kane,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-6370,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",53,2,0.1,19,4,Medium,5
IN-2022-DH130757-42137,22/05/13,18/05/22,Standard Class,DH-130757,Dave Hallsten,Corporate,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-SU-4308,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",50,2,0.1,13,4,Medium,5
ID-2022-SC2084592-42136,22/05/12,18/05/22,Standard Class,SC-2084592,Sung Chung,Consumer,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,TEC-MA-5507,Technology,Machines,"Okidata Phone, Red",100,2,0.4,15,4,Medium,6
ID-2022-AO108107-42027,22/01/23,29/01/22,Standard Class,AO-108107,Anthony O'Donnell,Corporate,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-FA-6204,Office Supplies,Fasteners,"Stockwell Staples, Metal",66,7,0.1,-5,4,Medium,6
IN-2022-NC183407-42155,22/05/31,5/06/22,Standard Class,NC-183407,Nat Carroll,Consumer,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,OFF-AR-6124,Office Supplies,Art,"Stanley Pens, Water Color",71,6,0.1,3,4,High,5
ID-2022-PC1900092-42231,22/08/15,18/08/22,Second Class,PC-1900092,Pauline Chand,Home Office,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,OFF-AR-5918,Office Supplies,Art,"Sanford Markers, Easy-Erase",28,2,0.4,-1,4,Critical,3
IN-2022-EB1397592-42144,22/05/20,26/05/22,Standard Class,EB-1397592,Erica Bern,Corporate,Tauranga,Bay of Plenty,New Zealand,Oceania,Asia Pacific,OFF-FA-6208,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",26,2,0,6,4,Low,6
ID-2022-SG2060592-42117,22/04/23,29/04/22,Standard Class,SG-2060592,Speros Goranitis,Consumer,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-ST-4283,Office Supplies,Storage,"Fellowes Shelving, Industrial",34,1,0.4,-14,4,Low,6
ID-2022-MG1789099-42151,22/05/27,31/05/22,Standard Class,MG-1789099,Michael Granlund,Home Office,Port Moresby,National Capital,Papua New Guinea,Oceania,Asia Pacific,OFF-PA-3991,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",41,3,0.5,-10,4,Medium,4
IN-2022-BW1111092-42171,22/06/16,21/06/22,Standard Class,BW-1111092,Bart Watters,Corporate,Invercargill,Southland,New Zealand,Oceania,Asia Pacific,OFF-FA-5477,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack",68,4,0,23,4,Medium,5
ID-2022-EN137807-42312,22/11/04,9/11/22,Second Class,EN-137807,Edward Nazzal,Consumer,Cairns,Queensland,Australia,Oceania,Asia Pacific,OFF-SU-6176,Office Supplies,Supplies,"Stiletto Shears, Easy Grip",59,2,0.4,-7,4,High,5
ID-2022-MF176657-42128,22/05/04,11/05/22,Standard Class,MF-176657,Maureen Fritzler,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-FA-5476,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes",52,6,0.4,-20,4,Medium,7
ID-2022-SW202457-42221,22/08/05,10/08/22,Standard Class,SW-202457,Scot Wooten,Consumer,Bendigo,Victoria,Australia,Oceania,Asia Pacific,TEC-MA-5541,Technology,Machines,"Panasonic Calculator, Wireless",60,2,0.4,-26,4,Medium,5
IN-2022-TD209957-42324,22/11/16,18/11/22,Second Class,TD-209957,Tamara Dahlen,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-4293,Office Supplies,Storage,"Fellowes Trays, Blue",51,1,0.1,19,4,High,2
IN-2022-KB162407-42273,22/09/26,30/09/22,Second Class,KB-162407,Karen Bern,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,TEC-PH-5261,Technology,Phones,"Motorola Office Telephone, VoIP",129,3,0.4,8,4,Medium,4
IN-2022-JG1580592-42327,22/11/19,19/11/22,Same Day,JG-1580592,John Grady,Corporate,Dunedin,Otago,New Zealand,Oceania,Asia Pacific,OFF-BI-3253,Office Supplies,Binders,"Avery Binder, Economy",30,4,0.4,0,4,High,0
IN-2022-GB145307-42336,22/11/28,28/11/22,Same Day,GB-145307,George Bell,Corporate,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-BI-3717,Office Supplies,Binders,"Cardinal Binder Covers, Durable",24,2,0.1,10,4,High,0
ID-2022-NP183257-42368,22/12/30,1/01/16,Second Class,NP-183257,Naresj Patel,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-FA-2958,Office Supplies,Fasteners,"Accos Staples, Metal",13,2,0.4,-8,3,Critical,2
IN-2022-TT210707-42054,22/02/19,22/02/22,Second Class,TT-210707,Ted Trevino,Consumer,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,OFF-FA-6189,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",39,4,0.1,13,3,Medium,3
IN-2022-KH163607-42319,22/11/11,15/11/22,Standard Class,KH-163607,Katherine Hughes,Consumer,Perth,Western Australia,Australia,Oceania,Asia Pacific,OFF-FA-6189,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",36,3,0.1,0,3,High,4
IN-2022-AR103457-42267,22/09/20,27/09/22,Standard Class,AR-103457,Alex Russell,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-EN-3099,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",43,1,0.1,-2,3,Medium,7
IN-2022-DA134507-42094,22/03/31,4/04/22,Second Class,DA-134507,Dianna Arnett,Home Office,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,OFF-LA-4688,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible",53,9,0.1,4,3,Medium,4
ID-2022-EJ1415592-42335,22/11/27,2/12/22,Standard Class,EJ-1415592,Eva Jacobs,Consumer,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,FUR-FU-3947,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack",45,4,0.4,-21,3,Medium,5
ID-2022-SM200057-42222,22/08/06,10/08/22,Standard Class,SM-200057,Sally Matthias,Consumer,Geelong,Victoria,Australia,Oceania,Asia Pacific,OFF-ST-6060,Office Supplies,Storage,"Smead Shelving, Wire Frame",43,1,0.1,-4,3,Medium,4
IN-2022-SF200657-42311,22/11/03,8/11/22,Second Class,SF-200657,Sandra Flanagan,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-AR-3491,Office Supplies,Art,"Binney & Smith Markers, Water Color",32,2,0.4,1,3,Medium,5
ID-2022-SW202457-42221,22/08/05,10/08/22,Standard Class,SW-202457,Scot Wooten,Consumer,Bendigo,Victoria,Australia,Oceania,Asia Pacific,OFF-ST-6039,Office Supplies,Storage,"Smead Folders, Industrial",43,4,0.4,4,3,Medium,5
ID-2022-RM197507-42129,22/05/05,11/05/22,Standard Class,RM-197507,Roland Murray,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-FA-5481,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",31,4,0.1,-2,3,Low,6
IN-2022-DM130157-42347,22/12/09,13/12/22,Standard Class,DM-130157,Darrin Martin,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,FUR-FU-4076,Furniture,Furnishings,"Eldon Light Bulb, Durable",40,2,0.1,15,3,High,4
IN-2022-BP112307-42278,22/10/01,5/10/22,Standard Class,BP-112307,Benjamin Patterson,Consumer,Burnie,Tasmania,Australia,Oceania,Asia Pacific,OFF-EN-3658,Office Supplies,Envelopes,"Cameo Clasp Envelope, Security-Tint",42,4,0.1,12,3,Medium,4
IN-2022-SW202757-42183,22/06/28,2/07/22,Standard Class,SW-202757,Scott Williamson,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-FA-6189,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",50,4,0.1,17,3,Medium,4
IN-2022-LS172307-42243,22/08/27,31/08/22,Standard Class,LS-172307,Lycoris Saunders,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-BI-4806,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",55,2,0.1,22,3,Medium,4
ID-2022-NP183257-42368,22/12/30,1/01/16,Second Class,NP-183257,Naresj Patel,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-BI-6398,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",10,3,0.4,-6,3,Critical,2
ID-2022-RR193157-42307,22/10/30,4/11/22,Standard Class,RR-193157,Ralph Ritter,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-EN-4451,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Recycled",90,5,0.1,37,3,Medium,5
IN-2022-KB165857-42040,22/02/05,9/02/22,Standard Class,KB-165857,Ken Black,Corporate,Bunbury,Western Australia,Australia,Oceania,Asia Pacific,OFF-EN-5024,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50",53,3,0.1,16,3,Medium,4
ID-2022-MC1727592-42290,22/10/13,15/10/22,Second Class,MC-1727592,Marc Crier,Consumer,Waitakere,Auckland,New Zealand,Oceania,Asia Pacific,OFF-LA-4637,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",31,4,0.4,-4,3,Critical,2
ID-2022-SG2060592-42117,22/04/23,29/04/22,Standard Class,SG-2060592,Speros Goranitis,Consumer,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-BI-4806,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",36,2,0.4,4,3,Low,6
IN-2022-DL133307-42357,22/12/19,24/12/22,Second Class,DL-133307,Denise Leinenbach,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-PA-4175,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",76,3,0.1,7,3,Medium,5
ID-2022-MG178757-42166,22/06/11,17/06/22,Standard Class,MG-178757,Michael Grace,Home Office,Gladstone,Queensland,Australia,Oceania,Asia Pacific,OFF-AR-3489,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",65,3,0.1,-2,3,Medium,6
ID-2022-JW160757-42357,22/12/19,26/12/22,Standard Class,JW-160757,Julia West,Consumer,Hobart,Tasmania,Australia,Oceania,Asia Pacific,OFF-PA-6614,Office Supplies,Paper,"Xerox Message Books, Multicolor",39,3,0.4,-22,3,Low,7
IN-2022-ML1804092-42048,22/02/13,18/02/22,Standard Class,ML-1804092,Michelle Lonsdale,Corporate,Porirua,Wellington,New Zealand,Oceania,Asia Pacific,FUR-FU-4074,Furniture,Furnishings,"Eldon Light Bulb, Black",50,2,0,4,3,Medium,5
IN-2022-CA119657-42270,22/09/23,28/09/22,Standard Class,CA-119657,Carol Adams,Corporate,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-ST-4105,Office Supplies,Storage,"Eldon Trays, Blue",86,2,0.1,32,3,Medium,5
IN-2022-PF1922592-42283,22/10/06,11/10/22,Standard Class,PF-1922592,Phillip Flathmann,Consumer,Upper Hutt,Wellington,New Zealand,Oceania,Asia Pacific,OFF-PA-4473,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",67,4,0,21,3,Medium,5
IN-2022-GK1462092-42294,22/10/17,20/10/22,Second Class,GK-1462092,Grace Kelly,Corporate,Napier,Hawke's Bay,New Zealand,Oceania,Asia Pacific,OFF-BI-4814,Office Supplies,Binders,"Ibico Binder, Recycled",31,2,0,12,3,Medium,3
IN-2022-JO155507-42241,22/08/25,29/08/22,Standard Class,JO-155507,Jesus Ocampo,Home Office,Melbourne,Victoria,Australia,Oceania,Asia Pacific,TEC-AC-5126,Technology,Accessories,"Logitech Mouse, Bluetooth",26,1,0.1,1,3,High,4
IN-2022-LS1724592-42105,22/04/11,13/04/22,Second Class,LS-1724592,Lynn Smith,Consumer,Invercargill,Southland,New Zealand,Oceania,Asia Pacific,OFF-LA-6044,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical",21,2,0,7,3,High,2
ID-2022-CS123557-42131,22/05/07,13/05/22,Standard Class,CS-123557,Christine Sundaresam,Consumer,Hobart,Tasmania,Australia,Oceania,Asia Pacific,FUR-BO-3906,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",73,1,0.4,-28,3,Medium,6
IN-2022-LM170657-42285,22/10/08,13/10/22,Standard Class,LM-170657,Liz MacKendrick,Consumer,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-6377,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",83,8,0.1,19,3,Medium,5
IN-2022-ME177257-42022,22/01/11,15/01/22,Standard Class,ME-177257,Max Engle,Consumer,Hobart,Tasmania,Australia,Oceania,Asia Pacific,FUR-CH-5369,Furniture,Chairs,"Novimex Bag Chairs, Set of Two",57,2,0.4,-6,3,High,4
IN-2022-DW134807-42271,22/09/24,28/09/22,Standard Class,DW-134807,Dianna Wilson,Home Office,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-6376,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",30,3,0.1,10,3,High,4
IN-2022-AJ109457-42263,22/09/16,20/09/22,Standard Class,AJ-109457,Ashley Jarboe,Consumer,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-EN-3111,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",80,4,0.1,14,3,Medium,4
IN-2022-GR145607-42026,22/01/22,23/01/22,First Class,GR-145607,Georgia Rosenberg,Corporate,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-AR-3465,Office Supplies,Art,"BIC Pens, Easy-Erase",39,3,0.1,5,3,High,1
IN-2022-JD161507-42251,22/09/04,7/09/22,Second Class,JD-161507,Justin Deggeller,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-FA-6201,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",17,2,0.1,0,3,Critical,3
ID-2022-BD117257-42122,22/04/28,3/05/22,Standard Class,BD-117257,Bruce Degenhardt,Consumer,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-BI-2892,Office Supplies,Binders,"Acco Binder Covers, Durable",53,4,0.1,8,3,Medium,5
ID-2022-PF191657-42168,22/06/13,18/06/22,Standard Class,PF-191657,Philip Fox,Consumer,Perth,Western Australia,Australia,Oceania,Asia Pacific,OFF-FA-2940,Office Supplies,Fasteners,"Accos Clamps, 12 Pack",67,4,0.1,-1,3,Medium,5
IN-2022-JH158207-42140,22/05/16,18/05/22,Second Class,JH-158207,John Huston,Consumer,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-AR-5920,Office Supplies,Art,"Sanford Markers, Water Color",23,1,0.1,3,3,Critical,2
ID-2022-BS1138092-42255,22/09/08,10/09/22,Second Class,BS-1138092,Bill Stewart,Corporate,Dunedin,Otago,New Zealand,Oceania,Asia Pacific,FUR-FU-4043,Furniture,Furnishings,"Eldon Door Stop, Erganomic",58,2,0.4,-15,3,Medium,2
IN-2022-KL166457-42151,22/05/27,31/05/22,Standard Class,KL-166457,Ken Lonsdale,Consumer,Launceston,Tasmania,Australia,Oceania,Asia Pacific,OFF-EN-4443,Office Supplies,Envelopes,"GlobeWeis Mailers, Recycled",67,2,0.1,26,3,Medium,4
IN-2022-TT210707-42054,22/02/19,22/02/22,Second Class,TT-210707,Ted Trevino,Consumer,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,OFF-LA-4638,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable",28,3,0.1,0,3,Medium,3
ID-2022-MG1820592-42343,22/12/05,9/12/22,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-AR-5904,Office Supplies,Art,"Sanford Canvas, Fluorescent",62,2,0.4,-9,3,Medium,4
ID-2022-SM209507-42336,22/11/28,3/12/22,Second Class,SM-209507,Suzanne McNair,Corporate,Maryborough,Queensland,Australia,Oceania,Asia Pacific,FUR-FU-3930,Furniture,Furnishings,"Deflect-O Clock, Durable",85,2,0.1,-7,3,Medium,5
IN-2022-CR125807-42237,22/08/21,27/08/22,Standard Class,CR-125807,Clay Rozendal,Home Office,Port Macquarie,New South Wales,Australia,Oceania,Asia Pacific,OFF-FA-3056,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack",38,3,0.1,12,3,Medium,6
ID-2022-DB136607-42200,22/07/15,20/07/22,Standard Class,DB-136607,Duane Benoit,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-AR-3469,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",58,2,0.4,-23,3,Medium,5
IN-2022-SC2057592-42251,22/09/04,6/09/22,Second Class,SC-2057592,Sonia Cooley,Consumer,Wellington,Wellington,New Zealand,Oceania,Asia Pacific,OFF-BI-2893,Office Supplies,Binders,"Acco Binder Covers, Economy",26,2,0,3,3,Medium,2
IN-2022-NS186407-42125,22/05/01,1/05/22,Same Day,NS-186407,Noel Staavos,Corporate,Lismore,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-3186,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",54,2,0,6,3,Medium,0
IN-2022-RO1978092-42248,22/09/01,7/09/22,Standard Class,RO-1978092,Rose O'Brian,Consumer,Lower Hutt,Wellington,New Zealand,Oceania,Asia Pacific,OFF-BI-6374,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",63,6,0,15,3,Medium,6
IN-2022-AS102857-42217,22/08/01,5/08/22,Standard Class,AS-102857,Alejandro Savely,Corporate,Caloundra,Queensland,Australia,Oceania,Asia Pacific,OFF-PA-5868,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",76,4,0.1,33,3,Medium,4
IN-2022-EL137357-42077,22/03/14,19/03/22,Standard Class,EL-137357,Ed Ludwig,Home Office,Kwinana,Western Australia,Australia,Oceania,Asia Pacific,OFF-LA-5376,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",33,3,0.1,2,3,Medium,5
ID-2022-JC1577592-42334,22/11/26,30/11/22,Second Class,JC-1577592,John Castell,Consumer,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,OFF-FA-2951,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",57,6,0.4,-24,3,Medium,4
ID-2022-MC1727592-42290,22/10/13,15/10/22,Second Class,MC-1727592,Marc Crier,Consumer,Waitakere,Auckland,New Zealand,Oceania,Asia Pacific,TEC-AC-5100,Technology,Accessories,"Logitech Flash Drive, Erganomic",33,2,0.4,2,3,Critical,2
ID-2022-IG150857-42222,22/08/06,10/08/22,Standard Class,IG-150857,Ivan Gibson,Consumer,Geelong,Victoria,Australia,Oceania,Asia Pacific,FUR-FU-4102,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",37,2,0.4,-20,3,Medium,4
ID-2022-NP183257-42368,22/12/30,1/01/16,Second Class,NP-183257,Naresj Patel,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-FA-6196,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",16,2,0.4,0,3,Critical,2
IN-2022-CB125357-42327,22/11/19,24/11/22,Standard Class,CB-125357,Claudia Bergmann,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-LA-3313,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",38,4,0.1,13,3,Medium,5
IN-2022-GH144107-42165,22/06/10,14/06/22,Standard Class,GH-144107,Gary Hansen,Home Office,Mildura,Victoria,Australia,Oceania,Asia Pacific,OFF-AR-5922,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent",46,2,0.1,12,3,Medium,4
ID-2022-JR157007-42299,22/10/22,26/10/22,Second Class,JR-157007,Jocasta Rupert,Consumer,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-EN-4437,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Set of 50",26,3,0.1,-2,3,Medium,4
IN-2022-LH1675092-42218,22/08/02,4/08/22,First Class,LH-1675092,Larry Hughes,Consumer,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-AR-3546,Office Supplies,Art,"Boston Pens, Blue",8,1,0.4,-5,3,Critical,2
IN-2022-CR128207-42270,22/09/23,28/09/22,Standard Class,CR-128207,Cyra Reiten,Home Office,Sydney,New South Wales,Australia,Oceania,Asia Pacific,OFF-EN-5024,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50",35,2,0.1,11,3,Medium,5
IN-2022-DW135857-42328,22/11/20,25/11/22,Standard Class,DW-135857,Dorothy Wardle,Corporate,Mildura,Victoria,Australia,Oceania,Asia Pacific,OFF-EN-4451,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Recycled",54,3,0.1,22,3,Medium,5
ID-2022-GM1445592-42334,22/11/26,30/11/22,Standard Class,GM-1445592,Gary Mitchum,Home Office,Gisborne,Gisborne,New Zealand,Oceania,Asia Pacific,OFF-ST-5706,Office Supplies,Storage,"Rogers Shelving, Industrial",50,2,0.6,-52,3,High,4
IN-2022-JG1580592-42327,22/11/19,19/11/22,Same Day,JG-1580592,John Grady,Corporate,Dunedin,Otago,New Zealand,Oceania,Asia Pacific,OFF-FA-6205,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",15,2,0.4,-5,3,High,0
IN-2022-CJ118757-42316,22/11/08,12/11/22,Standard Class,CJ-118757,Carl Jackson,Corporate,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-LA-3314,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set",20,3,0.1,0,3,High,4
IN-2022-EH137657-42008,22/01/04,7/01/22,Second Class,EH-137657,Edward Hooks,Corporate,Newcastle,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-3248,Office Supplies,Binders,"Avery Binder Covers, Economy",29,3,0.1,10,3,Medium,3
IN-2022-HP148157-42098,22/04/04,7/04/22,Second Class,HP-148157,Harold Pawlan,Home Office,Wagga Wagga,New South Wales,Australia,Oceania,Asia Pacific,OFF-AR-3497,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",26,2,0,4,3,High,3
IN-2022-PC190007-42137,22/05/13,13/05/22,Same Day,PC-190007,Pauline Chand,Home Office,Melbourne,Victoria,Australia,Oceania,Asia Pacific,OFF-BI-2891,Office Supplies,Binders,"Acco Binder Covers, Clear",23,2,0.1,-2,3,High,0
ID-2022-LW172157-42326,22/11/18,22/11/22,Standard Class,LW-172157,Luke Weiss,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-FA-6186,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",45,4,0.4,-4,3,Medium,4
IN-2022-BM111407-42227,22/08/11,15/08/22,Standard Class,BM-111407,Becky Martin,Consumer,Wodonga,Victoria,Australia,Oceania,Asia Pacific,OFF-LA-4554,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",30,3,0.1,12,3,High,4
IN-2022-EJ137207-42314,22/11/06,10/11/22,Second Class,EJ-137207,Ed Jacobs,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-BI-3253,Office Supplies,Binders,"Avery Binder, Economy",34,3,0.1,11,3,Medium,4
IN-2022-MH1811592-42116,22/04/22,26/04/22,Standard Class,MH-1811592,Mick Hernandez,Home Office,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-PA-4464,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",57,2,0.4,8,2,Medium,4
ID-2022-RD1993092-42140,22/05/16,18/05/22,Second Class,RD-1993092,Russell D'Ascenzo,Consumer,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific,OFF-PA-6614,Office Supplies,Paper,"Xerox Message Books, Multicolor",26,2,0.4,-14,2,High,2
IN-2022-TZ215807-42124,22/04/30,5/05/22,Standard Class,TZ-215807,Tracy Zic,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,OFF-LA-3310,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",50,5,0.1,14,2,Medium,5
IN-2022-DL133307-42045,22/02/10,15/02/22,Standard Class,DL-133307,Denise Leinenbach,Consumer,Perth,Western Australia,Australia,Oceania,Asia Pacific,OFF-LA-3313,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",57,6,0.1,19,2,Medium,5
IN-2022-RD198107-42325,22/11/17,22/11/22,Standard Class,RD-198107,Ross DeVincentis,Home Office,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,OFF-BI-4808,Office Supplies,Binders,"Ibico Binder Covers, Durable",30,2,0,10,2,Medium,5
ID-2022-BB115457-42022,22/01/18,24/01/22,Standard Class,BB-115457,Brenda Bowman,Corporate,Canberra,Australian Capital Territory,Australia,Oceania,Asia Pacific,OFF-PA-4483,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",30,3,0.4,-15,2,Medium,6
IN-2022-GZ1447092-42140,22/05/16,20/05/22,Standard Class,GZ-1447092,Gary Zandusky,Consumer,Wellington,Wellington,New Zealand,Oceania,Asia Pacific,OFF-EN-4904,Office Supplies,Envelopes,"Jiffy Business Envelopes, Security-Tint",31,2,0,6,2,High,4
IN-2022-RW196907-42048,22/02/13,19/02/22,Standard Class,RW-196907,Robert Waldorf,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-BI-2897,Office Supplies,Binders,"Acco Binder, Economy",40,3,0.1,9,2,Medium,6
